id,user_id,rating
1197,311,5.00
4297,527,5.00
5244,521,4.00
4841,538,5.00
2597,538,5.00
4481,2092,5.00
5242,2152,5.00
4297,1800,5.00
4724,1800,5.00
4841,1800,5.00
4491,1800,5.00
4964,2235,5.00
4481,1808,5.00
5244,1808,5.00
5244,1800,5.00
4923,1800,5.00
5192,2088,5.00
1906,1768,4.00
5238,1800,5.00
5240,1800,4.00
5241,1800,5.00
5237,1800,5.00
5239,1800,5.00
5233,1800,5.00
5235,1800,5.00
5234,1800,5.00
5236,1800,5.00
5231,1800,5.00
5228,1800,5.00
5232,1800,5.00
5242,1800,5.00
5230,1800,5.00
5224,1800,4.00
5226,1800,4.00
5229,1800,4.00
5222,1800,5.00
5223,1800,4.00
5220,1800,4.00
5217,1800,4.00
5218,1800,5.00
5219,1800,5.00
5216,1800,5.00
5221,1800,4.00
3452,2075,5.00
4297,1825,4.00
1432,1985,4.00
1451,1985,4.00
3740,1800,4.00
5225,1800,4.00
2639,1800,3.00
2402,1800,4.00
3197,1800,4.00
2452,1800,5.00
4724,1825,5.00
5192,1954,5.00
5169,1880,5.00
5242,1985,5.00
5241,1985,5.00
3762,1800,4.00
2717,1800,4.00
2727,1800,3.00
5105,1800,5.00
5215,1800,5.00
5212,1800,5.00
5214,1800,4.00
5211,1800,5.00
5209,1800,5.00
5207,1800,4.00
5208,1800,5.00
5206,1800,4.00
5205,1800,4.00
4724,2165,5.00
4296,2080,5.00
1293,2080,5.00
5579,1800,4.00
5580,1800,4.00
5581,2080,5.00
3740,2080,5.00
2358,2080,5.00
1363,2052,5.00
1424,2052,5.00
1363,2090,5.00
4491,1888,4.00
5581,1800,4.00
4391,2080,5.00
5582,1800,4.00
5578,1800,4.00
5577,1800,4.00
4724,1820,5.00
1363,665,5.00
4724,665,5.00
5191,1985,5.00
2597,658,5.00
4724,1671,5.00
5582,1671,5.00
1363,1825,5.00
4297,1999,5.00
5582,1999,5.00
5581,1999,5.00
5580,1999,5.00
5579,1999,5.00
2932,2046,5.00
4724,1974,5.00
5580,1671,5.00
1424,1671,5.00
4148,1947,5.00
5576,1947,5.00
5575,1947,5.00
4863,1947,5.00
5502,2080,5.00
4491,1878,5.00
4841,1823,4.00
4481,2080,5.00
4841,2011,5.00
2601,1985,5.00
4724,1823,4.00
5582,1795,5.00
5581,1795,5.00
3579,1823,3.00
5580,1795,5.00
2597,1795,5.00
4297,2007,3.00
4724,2007,4.00
1424,1947,5.00
4724,1947,5.00
4481,1947,5.00
1363,1947,5.00
2597,1947,5.00
4841,1947,5.00
4491,1947,5.00
1431,1947,5.00
1423,1947,5.00
1425,1947,5.00
1426,1947,5.00
3579,1947,5.00
2072,1947,3.00
1419,1947,5.00
3399,1947,3.00
1470,1947,5.00
1471,1947,5.00
4724,1827,5.00
4481,665,5.00
4863,665,5.00
4481,625,5.00
4724,2060,4.00
3793,2060,5.00
5582,1941,5.00
5488,1909,5.00
5486,1909,5.00
5160,1911,5.00
5578,1999,5.00
5122,1909,5.00
5577,1999,5.00
5581,1827,5.00
5580,1827,5.00
5576,1999,5.00
4531,1909,5.00
1477,2080,5.00
4841,2030,5.00
1478,2072,5.00
4841,1940,5.00
5575,1999,5.00
5574,1999,5.00
5573,1999,5.00
5572,1999,5.00
1482,1911,5.00
4481,2000,5.00
5571,1999,5.00
5581,2037,5.00
4481,2037,5.00
1436,2085,5.00
5582,2085,5.00
1432,1856,3.00
4724,1856,4.00
5582,1825,5.00
5570,1999,5.00
5569,1999,5.00
5568,1999,5.00
5567,1999,5.00
5566,1999,5.00
5565,1999,5.00
5564,1999,5.00
5563,1999,5.00
5562,1999,5.00
5561,1999,5.00
5560,1999,5.00
5559,1999,5.00
1424,1967,4.00
5581,1808,5.00
5581,1950,5.00
5579,1950,5.00
4841,1808,4.00
1424,1999,5.00
5290,2004,5.00
4841,2047,4.00
5579,1825,5.00
4491,1825,5.00
1423,2080,5.00
3516,2066,5.00
4297,1741,4.00
5277,1741,4.00
2994,2066,5.00
2597,2085,5.00
5125,2080,5.00
4491,1808,5.00
4491,1900,4.00
4724,1900,4.00
1363,1900,3.00
4943,1900,4.00
2168,1900,5.00
2166,1900,5.00
1897,1900,4.00
2171,1900,5.00
3579,1900,2.00
3609,1900,5.00
4491,1753,5.00
2124,2066,5.00
4724,1977,4.00
5579,2006,5.00
5581,2085,5.00
1424,2024,5.00
1690,1823,4.00
4977,1823,5.00
4724,2090,5.00
4224,2080,5.00
1711,1807,5.00
4724,1807,5.00
4863,1856,5.00
1441,1911,5.00
1434,1911,5.00
1533,1911,5.00
4652,1985,5.00
4841,1911,5.00
5582,1965,5.00
5581,1965,5.00
4640,1985,5.00
4481,1839,5.00
1425,2170,5.00
1428,1822,5.00
2124,1739,5.00
1363,1739,5.00
4065,1808,4.00
4841,2041,5.00
5581,1835,5.00
4832,1835,5.00
4491,1835,5.00
1362,2085,5.00
2597,1993,5.00
4216,2080,5.00
4491,2025,5.00
2124,1900,5.00
1847,2080,5.00
4481,1707,5.00
5582,1856,5.00
2597,2037,5.00
1363,1924,5.00
4297,1924,5.00
2597,1924,5.00
4841,1924,5.00
5581,1924,5.00
4841,2007,3.00
5579,2085,5.00
5582,1951,5.00
1363,2004,5.00
5582,2162,5.00
5364,1911,5.00
3420,1985,5.00
1708,2080,5.00
4724,1936,5.00
5580,1739,5.00
1478,1739,5.00
4491,1739,5.00
3609,1828,5.00
4841,2080,5.00
2604,2037,5.00
4297,2037,5.00
4724,2037,5.00
1363,2037,5.00
4841,2037,5.00
5548,2080,5.00
5190,2080,5.00
5582,2152,5.00
4297,1707,5.00
5581,2070,5.00
4297,2091,4.00
5229,2091,4.00
1424,1639,5.00
5574,2080,5.00
2936,2091,4.00
1419,2037,5.00
4724,1877,5.00
1487,1667,3.00
1487,1667,1.00
1429,1667,3.00
5582,1739,5.00
4148,1739,5.00
1419,1739,5.00
5579,1739,5.00
1424,1739,5.00
4863,1739,5.00
4491,2035,5.00
4508,2030,5.00
4724,2030,5.00
4527,2080,5.00
5575,1739,5.00
5573,1739,5.00
4065,1739,5.00
4491,2090,5.00
5582,2090,5.00
4841,2090,5.00
4863,2090,5.00
5581,2090,5.00
5578,2090,5.00
5579,2090,5.00
5580,2090,5.00
5577,2090,5.00
1440,2090,5.00
5506,2090,5.00
5281,2090,5.00
5199,2090,5.00
4658,1739,5.00
5582,2037,5.00
2198,1639,5.00
1552,2037,5.00
1555,2037,5.00
5582,1761,5.00
1761,1739,5.00
3119,1739,5.00
1478,2090,5.00
5571,1739,5.00
5491,2037,5.00
5324,2037,5.00
5320,2037,5.00
5179,2037,5.00
5174,2037,5.00
5087,2037,5.00
5054,2037,5.00
4297,1831,5.00
4964,1739,5.00
4002,1739,5.00
3579,1739,5.00
1362,1739,5.00
3399,1739,5.00
2421,1739,5.00
4647,1739,5.00
4297,1873,5.00
4724,2024,5.00
5579,1823,4.00
1469,1805,4.00
2597,1805,4.00
5581,1805,4.00
1425,1808,5.00
1426,1808,4.00
4714,1739,5.00
3959,1808,4.00
5579,2088,5.00
5581,2089,5.00
5578,2225,5.00
5577,2225,5.00
5576,2225,5.00
5575,2225,5.00
5574,2225,5.00
5573,2225,5.00
5582,2225,5.00
5581,2225,5.00
5580,2225,5.00
1441,2089,5.00
5580,1805,4.00
5579,2225,5.00
4724,1761,5.00
5281,1941,5.00
4724,1873,5.00
4481,1873,5.00
1424,1753,5.00
5579,1753,5.00
1478,2037,5.00
5579,2089,5.00
5572,2225,5.00
4724,1938,5.00
4297,1938,5.00
4724,1908,5.00
4863,1938,5.00
1363,1707,5.00
1441,1707,5.00
5579,1993,5.00
5581,1993,5.00
4297,2066,5.00
4724,2066,5.00
4481,2066,5.00
1363,2066,5.00
2597,2066,5.00
4841,2066,5.00
4491,2066,5.00
4863,2066,5.00
4481,1998,5.00
4724,1998,5.00
4297,1998,5.00
1363,1998,5.00
2597,1998,5.00
5582,1998,5.00
5581,1998,5.00
5579,1998,5.00
2597,1739,5.00
1423,2066,5.00
4943,2066,5.00
4724,2026,5.00
1363,2005,5.00
4297,2005,5.00
1363,1747,5.00
4841,1747,4.00
5579,1747,5.00
5290,2005,5.00
2597,2005,5.00
4841,1954,5.00
4724,2005,5.00
4724,1899,5.00
4414,2066,5.00
1552,1944,5.00
2236,1944,5.00
1471,1944,5.00
4841,1631,5.00
4481,1631,5.00
1363,1631,5.00
2597,1631,5.00
1424,1631,4.00
4491,1631,5.00
4863,1631,4.00
1423,1631,5.00
1425,1631,3.00
1426,1631,4.00
1743,2047,5.00
4297,2170,5.00
4724,638,5.00
5624,1993,4.00
5626,1993,5.00
2267,1993,4.00
1848,1944,5.00
5439,1823,5.00
4491,1823,4.00
1234,1994,2.00
2639,2153,5.00
5654,1631,5.00
1209,1631,4.00
5674,2162,5.00
5675,2162,5.00
1363,2170,5.00
4297,1811,5.00
5625,1811,5.00
5675,1811,5.00
5672,1811,5.00
5192,1631,5.00
1478,1942,5.00
5247,1942,5.00
5692,618,5.00
5594,1908,5.00
1439,2052,5.00
4481,658,3.00
1430,1631,5.00
1432,1631,5.00
5169,1979,5.00
4491,2165,5.00
1555,1992,5.00
1575,1944,5.00
1476,1631,5.00
4964,1631,5.00
5542,2167,5.00
5651,2167,5.00
5630,669,5.00
5606,1631,5.00
5596,2361,5.00
4109,1631,5.00
1484,1631,5.00
1419,1631,5.00
4187,1631,5.00
2598,1631,5.00
3552,1631,5.00
3810,1631,5.00
1458,1631,5.00
1468,1631,5.00
1460,1631,5.00
1496,1631,5.00
1491,1631,5.00
1494,1631,5.00
1489,1631,5.00
4002,1631,5.00
1515,1631,5.00
4724,2339,5.00
1534,1631,5.00
1495,1631,5.00
5712,1631,5.00
1561,1631,5.00
1562,1631,5.00
5710,1631,5.00
4113,1814,5.00
1400,1814,5.00
1668,1631,5.00
1475,1631,5.00
1472,1631,5.00
1473,1631,5.00
5716,1631,5.00
5701,1631,5.00
5715,1631,5.00
1427,1631,5.00
1474,1631,5.00
1438,1631,5.00
1433,1631,5.00
5713,1918,5.00
1486,1631,5.00
1492,1631,5.00
1488,1631,5.00
1490,1631,5.00
1493,1631,5.00
1459,2011,4.00
1505,1631,5.00
5435,1631,5.00
1485,1631,5.00
4956,1631,5.00
3919,1631,5.00
5591,1631,5.00
3120,1631,5.00
4484,1631,5.00
4010,1631,5.00
3738,1631,5.00
5714,1875,5.00
5091,1631,5.00
4351,1631,5.00
5277,1631,5.00
5290,1631,5.00
4300,1631,5.00
4151,1631,5.00
4228,1631,5.00
3395,1631,5.00
1478,1909,5.00
5282,1631,5.00
5283,1631,5.00
5700,2399,5.00
4180,1631,5.00
4199,1631,5.00
4274,1631,5.00
4014,1631,5.00
3782,1631,5.00
3984,1631,5.00
5506,1631,5.00
3510,1631,5.00
1660,1631,5.00
3118,1631,5.00
2294,1631,5.00
2071,1631,5.00
4584,1631,5.00
1210,1631,5.00
1721,1631,5.00
1720,1631,5.00
3117,1631,5.00
3108,1631,5.00
1840,1706,3.00
4738,1942,5.00
5751,1631,5.00
5755,535,5.00
5754,535,5.00
1362,1631,5.00
5755,1631,5.00
4898,1631,5.00
4422,1631,5.00
4459,1631,5.00
4887,1631,5.00
1586,1631,5.00
5765,1631,5.00
5763,1631,5.00
5766,1631,5.00
5762,1631,5.00
5760,1631,5.00
2277,1631,5.00
5761,1631,5.00
5759,1631,5.00
5758,1631,5.00
5757,1631,5.00
5756,1631,5.00
5764,1631,5.00
1365,1631,5.00
5769,1631,5.00
5768,1631,5.00
5772,2230,5.00
5773,2230,5.00
5773,658,5.00
5772,658,5.00
1478,276,5.00
5772,2783,5.00
5785,2433,5.00
5052,2673,5.00
1478,577,5.00
4724,3057,5.00
5784,3016,5.00
2300,2962,5.00
2341,2962,5.00
4636,3041,5.00
5279,3041,5.00
5279,2962,5.00
4297,3042,5.00
4724,3042,5.00
5772,3042,5.00
5290,3086,5.00
5654,2962,5.00
5443,3085,4.00
1974,3090,5.00
5784,3090,5.00
5556,3090,5.00
4724,3023,5.00
2071,2965,5.00
5785,2965,5.00
5744,2962,5.00
1974,2962,5.00
4724,3113,5.00
4297,3113,5.00
5785,3113,5.00
5784,3113,5.00
2597,3113,5.00
1363,3113,5.00
5783,3113,5.00
5782,3113,5.00
5781,3113,5.00
5780,3113,5.00
5773,3113,5.00
4297,3024,5.00
4724,3024,5.00
4481,3024,5.00
5785,3024,5.00
2597,3024,5.00
5785,3013,5.00
1363,3141,5.00
4724,2974,5.00
5772,2974,5.00
1363,2974,5.00
5785,2974,5.00
4481,2974,5.00
2597,2974,5.00
4841,2974,5.00
5784,2974,5.00
5781,2974,5.00
1424,2974,5.00
5654,2974,5.00
5701,2974,5.00
4491,2974,5.00
4863,2974,5.00
5772,3039,5.00
2880,2962,5.00
5785,2964,5.00
5784,2964,5.00
5783,2964,5.00
1363,3074,5.00
5772,3074,5.00
4481,3074,5.00
5522,2962,5.00
5784,3118,5.00
4297,3118,5.00
5785,3118,5.00
1438,3118,5.00
1433,3118,5.00
1432,3118,5.00
4297,3025,5.00
4841,3025,5.00
2123,3097,5.00
1424,3072,3.00
5772,3072,5.00
5784,3075,5.00
1363,3075,4.00
5772,2992,5.00
2124,2992,4.00
5785,2968,5.00
5771,3045,5.00
5771,3115,5.00
5780,2968,5.00
4297,2968,5.00
1424,3118,5.00
5772,3108,5.00
5654,3108,5.00
4724,3108,5.00
5772,3143,5.00
4491,3124,5.00
5769,3115,5.00
5733,3115,3.00
5773,3064,5.00
1706,2968,5.00
1431,2968,5.00
1448,2968,5.00
4297,3131,5.00
1514,3131,4.00
1715,3029,5.00
3712,3115,5.00
5701,3089,5.00
4297,3089,5.00
4481,3089,5.00
1363,3089,5.00
2597,3089,5.00
4841,3089,5.00
4863,3089,5.00
4491,3089,5.00
1423,3089,5.00
4943,3089,5.00
2598,3089,5.00
4109,3089,5.00
4964,3089,5.00
1478,3089,5.00
5784,3115,5.00
4841,3115,5.00
2326,3115,5.00
5783,3072,5.00
4307,3115,5.00
5594,3090,5.00
5567,3090,5.00
5599,3090,5.00
4534,3090,5.00
3915,3090,5.00
5689,3115,5.00
4417,3090,5.00
1439,3115,5.00
1529,3115,5.00
1531,3115,5.00
5001,3115,5.00
3780,3115,5.00
5772,3090,5.00
1424,3090,5.00
2123,2962,4.00
1987,2962,4.00
5783,3118,5.00
1853,3118,5.00
1836,3118,5.00
5772,3118,5.00
5777,3118,5.00
1555,3024,5.00
1476,3024,5.00
5775,3024,5.00
1425,3024,5.00
4491,3024,5.00
5769,3024,5.00
4863,3024,5.00
1443,3024,5.00
5779,3024,5.00
5778,3024,5.00
5301,3115,5.00
4297,3090,5.00
5772,3024,5.00
5776,3024,5.00
5669,3113,5.00
5637,3113,5.00
1587,3113,5.00
3154,3113,5.00
1236,3090,5.00
5334,3090,5.00
4439,3090,5.00
4724,3131,4.00
4841,3131,5.00
1512,3131,5.00
1725,3131,5.00
4540,3131,5.00
2788,3131,5.00
5744,3090,5.00
5593,3090,5.00
1430,3090,5.00
1555,3090,5.00
2904,3060,5.00
5772,3000,5.00
4297,3000,5.00
1506,3000,5.00
4724,3000,5.00
5271,3000,5.00
1363,3090,5.00
5779,3044,5.00
5780,3044,5.00
5768,3044,5.00
5769,3044,5.00
5767,3044,5.00
5764,3044,5.00
5762,3044,5.00
5761,3044,5.00
4724,3044,5.00
4297,3044,5.00
5785,3044,5.00
1424,3044,5.00
5772,3044,5.00
5765,3044,5.00
5760,3044,5.00
5759,3044,5.00
5757,3044,5.00
5756,3044,5.00
5755,3044,5.00
5754,3044,5.00
5753,3044,5.00
5752,3044,5.00
5751,3044,5.00
5750,3044,5.00
5749,3044,5.00
5748,3044,5.00
5747,3044,5.00
5746,3044,5.00
5745,3044,5.00
5744,3044,5.00
5743,3044,5.00
5742,3044,5.00
5741,3044,5.00
5740,3044,5.00
5739,3044,5.00
5738,3044,5.00
5737,3044,5.00
5736,3044,5.00
5735,3044,5.00
5734,3044,5.00
5733,3044,5.00
5732,3044,5.00
5731,3044,5.00
5730,3044,5.00
5729,3044,5.00
5728,3044,5.00
5727,3044,5.00
5726,3044,5.00
5725,3044,5.00
5724,3044,5.00
5723,3044,5.00
5722,3044,5.00
5721,3044,5.00
5720,3044,5.00
5719,3044,5.00
5718,3044,5.00
5717,3044,5.00
5785,3037,5.00
1767,3115,5.00
5731,3090,5.00
4943,3124,5.00
1844,3044,5.00
1845,3044,5.00
1846,3044,5.00
1849,3044,5.00
1850,3044,5.00
1852,3044,5.00
1851,3044,5.00
1808,3044,5.00
1810,3044,5.00
1807,3044,5.00
1811,3044,5.00
1813,3044,5.00
1442,3044,5.00
4841,3000,5.00
1392,3000,5.00
4943,3000,5.00
1963,3000,5.00
5678,3090,5.00
1475,3024,5.00
1474,3024,5.00
1469,3024,5.00
1472,3024,5.00
1470,3024,5.00
1468,3024,5.00
1471,3024,5.00
1845,3024,5.00
1722,3024,5.00
1363,3042,5.00
4481,3042,5.00
2597,3042,5.00
5654,3042,5.00
5701,3042,5.00
1424,3042,5.00
4841,3042,5.00
1423,3042,5.00
1444,3044,5.00
1445,3044,5.00
1446,3044,5.00
1447,3044,5.00
1449,3044,5.00
1450,3044,5.00
1452,3044,5.00
1454,3044,5.00
1455,3044,5.00
1453,3044,5.00
1456,3044,5.00
1457,3044,5.00
1461,3044,5.00
1462,3044,5.00
1463,3044,5.00
1464,3044,5.00
1465,3044,5.00
1466,3044,5.00
1467,3044,5.00
1481,3044,5.00
1479,3044,5.00
1480,3044,5.00
1483,3044,5.00
2906,3000,5.00
4297,536,5.00
4491,3042,5.00
4943,3042,5.00
4724,3019,4.00
1429,3044,5.00
4297,3069,5.00
5774,3024,5.00
1435,3044,5.00
1497,3044,5.00
1499,3044,5.00
1500,3044,5.00
1501,3044,5.00
1502,3044,5.00
1503,3044,5.00
1504,3044,5.00
1507,3044,5.00
1508,3044,5.00
1509,3044,5.00
1510,3044,5.00
1513,3044,5.00
1514,3044,5.00
5620,3044,5.00
5619,3044,5.00
5716,3044,5.00
2597,3044,5.00
4481,3044,5.00
1363,3044,5.00
4841,3044,5.00
4491,3044,5.00
4863,3044,5.00
1423,3044,5.00
1425,3044,5.00
5763,3044,5.00
4624,3044,5.00
3628,3115,5.00
3303,3115,5.00
2327,3115,5.00
5785,3126,5.00
5784,3126,5.00
5783,3126,5.00
5782,3126,5.00
5781,3126,5.00
5780,3126,5.00
5779,3126,5.00
5778,3126,5.00
5777,3126,5.00
5776,3126,5.00
5775,3126,5.00
5272,3126,5.00
5068,3126,5.00
1892,3000,5.00
5307,3000,5.00
1891,3000,5.00
5742,3000,5.00
5731,3000,5.00
5771,3024,4.00
4736,3044,5.00
5736,3115,5.00
4581,3000,5.00
4581,3131,5.00
4581,3056,5.00
4581,3044,5.00
4433,3000,5.00
4581,2984,5.00
4433,2984,5.00
5785,3082,5.00
5784,3082,5.00
5783,3082,5.00
5782,3082,5.00
5781,3082,5.00
5780,3082,5.00
5779,3082,5.00
5778,3082,5.00
5654,3044,5.00
5701,3044,5.00
3579,3044,5.00
4148,3044,5.00
1362,3044,5.00
4956,3044,5.00
3738,3044,5.00
4184,3044,5.00
2072,3044,5.00
1419,3044,5.00
5582,3044,5.00
4216,3044,5.00
3399,3044,5.00
4224,3044,5.00
3919,3044,5.00
3786,3044,5.00
3123,3044,5.00
2381,3044,5.00
5773,3024,5.00
5654,3013,5.00
5783,3013,5.00
4724,3013,5.00
5772,3013,5.00
4297,3013,5.00
4481,3013,5.00
5600,3013,5.00
3740,3013,5.00
2639,3013,5.00
2402,3013,5.00
3197,3013,5.00
3762,3013,5.00
2452,3013,5.00
2717,3013,5.00
2727,3013,5.00
3867,3013,5.00
2755,3013,5.00
2756,3013,5.00
2411,3013,5.00
2468,3013,5.00
3267,3013,5.00
3908,3013,5.00
2318,3013,5.00
3458,3013,5.00
3102,3013,5.00
2377,3013,5.00
2461,3013,5.00
3559,3013,5.00
3054,3013,5.00
3909,3013,5.00
4077,3013,5.00
4055,3013,5.00
3388,3013,5.00
2069,3013,5.00
5781,3118,5.00
5780,3118,5.00
1555,3118,5.00
1430,3118,5.00
5509,3013,5.00
5506,3013,5.00
5435,3013,5.00
5290,3013,5.00
5785,3079,5.00
5783,3079,5.00
5772,3079,5.00
1424,3079,5.00
4581,3080,5.00
4527,2959,4.00
5772,3056,5.00
4297,3056,5.00
4724,3056,5.00
4481,3056,5.00
1363,3056,5.00
2597,3056,5.00
5654,3056,5.00
5701,3056,5.00
1424,3056,5.00
4841,3056,5.00
4581,3110,5.00
4433,3110,5.00
1363,3156,5.00
1437,3118,5.00
1426,3118,5.00
4581,3126,5.00
1257,2962,5.00
5779,2962,4.00
1268,2962,4.00
4433,3029,5.00
4581,3016,5.00
4433,3016,5.00
4581,3090,5.00
5597,3045,5.00
5758,3044,5.00
5715,3044,5.00
4497,3045,5.00
5677,3045,5.00
5301,3032,5.00
4581,3113,5.00
5774,3113,5.00
5772,3124,5.00
1779,3066,5.00
5592,3066,5.00
5554,3066,5.00
1815,3066,5.00
5772,3043,5.00
4724,3043,5.00
4481,3043,5.00
4686,3043,5.00
5366,3029,2.00
4485,3060,4.00
5600,3042,5.00
2599,2962,5.00
3257,2962,4.00
5192,3045,5.00
1457,3042,4.00
2530,3042,4.00
5670,3042,4.00
4055,3044,5.00
5713,3044,5.00
5711,3044,5.00
5712,3044,5.00
5192,3044,5.00
4485,3044,5.00
5654,3069,5.00
4724,3079,5.00
1514,3013,5.00
1505,3013,5.00
1534,3013,5.00
5773,3110,5.00
1498,3024,5.00
1523,3024,5.00
1516,3024,3.00
1541,3024,3.00
1542,3024,4.00
1543,3024,4.00
1609,3024,3.00
5710,3044,5.00
5709,3044,5.00
5706,3044,5.00
5704,3044,5.00
5708,3044,5.00
5714,3044,5.00
5707,3044,5.00
5705,3044,5.00
5703,3044,5.00
5702,3044,5.00
5700,3044,5.00
5149,3029,3.00
5654,3156,5.00
5772,3089,5.00
4724,3089,5.00
4581,3089,5.00
5785,3089,5.00
5693,3044,5.00
5689,3044,5.00
5688,3044,5.00
5731,3070,5.00
5290,3044,5.00
5509,3044,5.00
5435,3044,5.00
5506,3044,5.00
5319,2993,5.00
5701,3024,4.00
4964,3024,3.00
5442,3024,4.00
4841,3079,5.00
4581,3079,5.00
5764,3079,5.00
2300,3079,5.00
4724,3035,5.00
4297,3035,5.00
5772,3035,5.00
5692,3044,5.00
5690,3044,5.00
5687,3044,5.00
4922,3066,5.00
1281,3066,5.00
5308,2962,5.00
5686,3044,5.00
5685,3044,5.00
5684,3044,5.00
5771,3025,5.00
5731,3046,5.00
5691,3044,5.00
4297,3070,5.00
1363,3045,5.00
5772,3070,5.00
1429,3013,5.00
1431,3013,5.00
4724,3034,5.00
3743,3034,5.00
5772,3139,5.00
4297,3139,4.00
5681,3044,5.00
5680,3044,5.00
5160,3013,5.00
5610,3060,5.00
5308,3060,5.00
5679,3044,5.00
5677,3044,5.00
5676,3044,5.00
3579,3118,5.00
5582,3118,5.00
3919,3118,5.00
5669,3118,5.00
4484,3118,5.00
5754,3118,5.00
5636,3118,5.00
5635,3118,5.00
5637,3118,5.00
4168,3118,5.00
4961,3118,5.00
1424,3008,5.00
4724,3025,5.00
5785,3025,5.00
5772,3060,5.00
5683,3044,5.00
5772,3113,5.00
5150,2962,5.00
1602,2962,4.00
4487,2962,4.00
2224,3077,5.00
1302,3077,5.00
1301,3077,5.00
5605,3043,5.00
5413,2962,5.00
4869,2962,5.00
5785,3137,5.00
4724,3137,5.00
2880,3044,5.00
1964,3044,5.00
2058,3044,5.00
5539,3044,5.00
4481,3003,5.00
5611,2962,4.00
5682,3044,5.00
